Código,Hogares sin NBI,Hogares con NBI,Total,CO_FRAC_RA
020141408,457.0,5.0,462.0,14_14_8
020141409,478.0,5.0,483.0,14_14_9
020141410,345.0,4.0,349.0,14_14_10
020141411,409.0,2.0,411.0,14_14_11
020141501,316.0,3.0,319.0,14_15_1
020141502,339.0,12.0,351.0,14_15_2
020141503,350.0,0.0,350.0,14_15_3
020141504,371.0,8.0,379.0,14_15_4
020141505,437.0,6.0,443.0,14_15_5
020141506,364.0,76.0,440.0,14_15_6
020141507,346.0,2.0,348.0,14_15_7
020141508,882.0,4.0,886.0,14_15_8
020141601,587.0,4.0,591.0,14_16_1
020141602,327.0,4.0,331.0,14_16_2
020141603,522.0,2.0,524.0,14_16_3
020141604,396.0,1.0,397.0,14_16_4
020141605,371.0,3.0,374.0,14_16_5
020141606,122.0,0.0,122.0,14_16_6
020141607,320.0,4.0,324.0,14_16_7
020141701,351.0,1.0,352.0,14_17_1
020141702,387.0,3.0,390.0,14_17_2
020141703,337.0,1.0,338.0,14_17_3
020141704,207.0,1.0,208.0,14_17_4
020141705,322.0,6.0,328.0,14_17_5
020141706,270.0,4.0,274.0,14_17_6
020141707,313.0,3.0,316.0,14_17_7
020141708,622.0,1.0,623.0,14_17_8
020141801,346.0,9.0,355.0,14_18_1
020141802,314.0,0.0,314.0,14_18_2
020141803,472.0,4.0,476.0,14_18_3
020141804,389.0,2.0,391.0,14_18_4
020141805,461.0,5.0,466.0,14_18_5
020141806,346.0,8.0,354.0,14_18_6
020141807,279.0,3.0,282.0,14_18_7
020141808,489.0,0.0,489.0,14_18_8
020141901,275.0,1.0,276.0,14_19_1
020141902,526.0,3.0,529.0,14_19_2
020141903,543.0,3.0,546.0,14_19_3
020141904,624.0,4.0,628.0,14_19_4
020141905,650.0,2.0,652.0,14_19_5
020142001,595.0,9.0,604.0,14_20_1
020142002,659.0,2.0,661.0,14_20_2
020142003,467.0,3.0,470.0,14_20_3
020142004,372.0,2.0,374.0,14_20_4
020142005,371.0,4.0,375.0,14_20_5
020142006,274.0,1.0,275.0,14_20_6
020142007,162.0,6.0,168.0,14_20_7
020142101,369.0,30.0,399.0,14_21_1
020142102,286.0,17.0,303.0,14_21_2
020142103,144.0,1.0,145.0,14_21_3
020142104,254.0,0.0,254.0,14_21_4
020142105,151.0,7.0,158.0,14_21_5
020142106,229.0,17.0,246.0,14_21_6
020142107,281.0,28.0,309.0,14_21_7
020142108,322.0,1.0,323.0,14_21_8
020142109,202.0,64.0,266.0,14_21_9
020142110,219.0,33.0,252.0,14_21_10
020142111,261.0,23.0,284.0,14_21_11
020142201,366.0,2.0,368.0,14_22_1
020142202,352.0,55.0,407.0,14_22_2
020142203,233.0,0.0,233.0,14_22_3
020142204,239.0,1.0,240.0,14_22_4
020142205,351.0,72.0,423.0,14_22_5
020142206,413.0,2.0,415.0,14_22_6
020142207,309.0,13.0,322.0,14_22_7
020142208,338.0,2.0,340.0,14_22_8
020142209,499.0,1.0,500.0,14_22_9
020142210,326.0,10.0,336.0,14_22_10
020142301,273.0,8.0,281.0,14_23_1
020142302,211.0,7.0,218.0,14_23_2
020142303,241.0,2.0,243.0,14_23_3
020142304,366.0,2.0,368.0,14_23_4
020142305,511.0,5.0,516.0,14_23_5
020142306,209.0,3.0,212.0,14_23_6
020142307,315.0,26.0,341.0,14_23_7
020142308,402.0,80.0,482.0,14_23_8
020142309,490.0,2.0,492.0,14_23_9
020142310,377.0,1.0,378.0,14_23_10
020142311,460.0,2.0,462.0,14_23_11
020142401,298.0,3.0,301.0,14_24_1
020142402,229.0,3.0,232.0,14_24_2
020142403,269.0,0.0,269.0,14_24_3
020142404,201.0,9.0,210.0,14_24_4
020142405,431.0,5.0,436.0,14_24_5
020142406,321.0,22.0,343.0,14_24_6
020142407,327.0,4.0,331.0,14_24_7
020142408,267.0,0.0,267.0,14_24_8
020142409,345.0,3.0,348.0,14_24_9
020142501,381.0,2.0,383.0,14_25_1
020142502,216.0,0.0,216.0,14_25_2
020142503,352.0,1.0,353.0,14_25_3
020142504,284.0,1.0,285.0,14_25_4
020142505,233.0,6.0,239.0,14_25_5
020142506,262.0,15.0,277.0,14_25_6
020142507,302.0,71.0,373.0,14_25_7
020142508,352.0,3.0,355.0,14_25_8
020142509,400.0,5.0,405.0,14_25_9
020142601,525.0,1.0,526.0,14_26_1
020142602,356.0,1.0,357.0,14_26_2
020142603,182.0,2.0,184.0,14_26_3
020142604,845.0,5.0,850.0,14_26_4
020142605,456.0,2.0,458.0,14_26_5
020142606,383.0,4.0,387.0,14_26_6
020142607,529.0,3.0,532.0,14_26_7
020142701,612.0,4.0,616.0,14_27_1
020142702,541.0,29.0,570.0,14_27_2
020142703,283.0,1.0,284.0,14_27_3
020142704,394.0,2.0,396.0,14_27_4
020142705,484.0,3.0,487.0,14_27_5
020142706,210.0,2.0,212.0,14_27_6
020142707,215.0,2.0,217.0,14_27_7
020142801,297.0,2.0,299.0,14_28_1
020142802,263.0,3.0,266.0,14_28_2
020142803,287.0,1.0,288.0,14_28_3
020142804,312.0,2.0,314.0,14_28_4
020142805,228.0,0.0,228.0,14_28_5
020142806,411.0,2.0,413.0,14_28_6
020142807,373.0,1.0,374.0,14_28_7
020142808,302.0,0.0,302.0,14_28_8
020142809,262.0,1.0,263.0,14_28_9
020142810,381.0,0.0,381.0,14_28_10
020142811,390.0,2.0,392.0,14_28_11
020142812,269.0,1.0,270.0,14_28_12
020142901,276.0,1.0,277.0,14_29_1
020142902,272.0,8.0,280.0,14_29_2
020142903,270.0,0.0,270.0,14_29_3
020142904,357.0,1.0,358.0,14_29_4
020142905,278.0,2.0,280.0,14_29_5
020142906,445.0,3.0,448.0,14_29_6
020142907,373.0,6.0,379.0,14_29_7
020142908,265.0,2.0,267.0,14_29_8
020142909,329.0,7.0,336.0,14_29_9
020142910,364.0,2.0,366.0,14_29_10
020142911,279.0,2.0,281.0,14_29_11
020143001,309.0,18.0,327.0,14_30_1
020143002,428.0,1.0,429.0,14_30_2
020143003,403.0,4.0,407.0,14_30_3
020143004,304.0,1.0,305.0,14_30_4
020143005,376.0,2.0,378.0,14_30_5
020143006,233.0,0.0,233.0,14_30_6
020143007,203.0,1.0,204.0,14_30_7
020143008,672.0,3.0,675.0,14_30_8
020143009,577.0,2.0,579.0,14_30_9
020143101,215.0,2.0,217.0,14_31_1
020143102,325.0,2.0,327.0,14_31_2
020143103,278.0,1.0,279.0,14_31_3
020143104,250.0,0.0,250.0,14_31_4
020143105,250.0,1.0,251.0,14_31_5
020143106,406.0,0.0,406.0,14_31_6
020143107,313.0,2.0,315.0,14_31_7
020143108,267.0,2.0,269.0,14_31_8
020143109,225.0,0.0,225.0,14_31_9
020143110,193.0,2.0,195.0,14_31_10
020143111,213.0,1.0,214.0,14_31_11
020143112,259.0,1.0,260.0,14_31_12
020150101,412.0,5.0,417.0,15_1_1
020150102,340.0,4.0,344.0,15_1_2
020150103,268.0,0.0,268.0,15_1_3
020150104,236.0,1.0,237.0,15_1_4
020150105,265.0,3.0,268.0,15_1_5
020150106,256.0,1.0,257.0,15_1_6
020150107,290.0,0.0,290.0,15_1_7
020150108,275.0,1.0,276.0,15_1_8
020150109,340.0,2.0,342.0,15_1_9
020150110,311.0,29.0,340.0,15_1_10
020150111,217.0,3.0,220.0,15_1_11
020150112,281.0,2.0,283.0,15_1_12
020150201,277.0,3.0,280.0,15_2_1
020150202,300.0,0.0,300.0,15_2_2
020150203,292.0,0.0,292.0,15_2_3
020150204,206.0,2.0,208.0,15_2_4
020150205,207.0,1.0,208.0,15_2_5
020150206,266.0,2.0,268.0,15_2_6
020150207,277.0,2.0,279.0,15_2_7
020150208,235.0,1.0,236.0,15_2_8
020150209,212.0,0.0,212.0,15_2_9
020150210,232.0,1.0,233.0,15_2_10
020150301,289.0,0.0,289.0,15_3_1
020150302,396.0,3.0,399.0,15_3_2
020150303,377.0,5.0,382.0,15_3_3
020150304,260.0,9.0,269.0,15_3_4
020150305,220.0,22.0,242.0,15_3_5
020150306,271.0,1.0,272.0,15_3_6
020150307,250.0,1.0,251.0,15_3_7
020150308,324.0,5.0,329.0,15_3_8
020150309,345.0,4.0,349.0,15_3_9
020150310,338.0,2.0,340.0,15_3_10
020150311,303.0,37.0,340.0,15_3_11
020150312,394.0,17.0,411.0,15_3_12
020150313,285.0,6.0,291.0,15_3_13
020150401,335.0,2.0,337.0,15_4_1
020150402,250.0,6.0,256.0,15_4_2
020150403,397.0,4.0,401.0,15_4_3
020150404,191.0,15.0,206.0,15_4_4
020150405,218.0,12.0,230.0,15_4_5
020150406,266.0,4.0,270.0,15_4_6
020150407,289.0,19.0,308.0,15_4_7
020150408,286.0,11.0,297.0,15_4_8
020150409,246.0,18.0,264.0,15_4_9
020150410,255.0,2.0,257.0,15_4_10
020150411,287.0,9.0,296.0,15_4_11
020150412,333.0,20.0,353.0,15_4_12
020150413,325.0,3.0,328.0,15_4_13
020150414,264.0,54.0,318.0,15_4_14
020150501,300.0,3.0,303.0,15_5_1
020150502,354.0,4.0,358.0,15_5_2
020150503,277.0,1.0,278.0,15_5_3
020150504,218.0,17.0,235.0,15_5_4
020150505,298.0,3.0,301.0,15_5_5
020150506,281.0,1.0,282.0,15_5_6
020150507,279.0,2.0,281.0,15_5_7
020150508,330.0,4.0,334.0,15_5_8
020150509,249.0,9.0,258.0,15_5_9
020150510,213.0,11.0,224.0,15_5_10
020150511,262.0,12.0,274.0,15_5_11
020150512,268.0,4.0,272.0,15_5_12
020150513,287.0,2.0,289.0,15_5_13
020150514,261.0,0.0,261.0,15_5_14
020150601,290.0,1.0,291.0,15_6_1
020150602,284.0,1.0,285.0,15_6_2
020150603,276.0,10.0,286.0,15_6_3
020150604,247.0,3.0,250.0,15_6_4
020150605,188.0,4.0,192.0,15_6_5
020150606,183.0,0.0,183.0,15_6_6
020150607,255.0,0.0,255.0,15_6_7
020150701,286.0,14.0,300.0,15_7_1
020150702,225.0,19.0,244.0,15_7_2
020150703,226.0,4.0,230.0,15_7_3
020150704,175.0,41.0,216.0,15_7_4
020150705,272.0,21.0,293.0,15_7_5
020150706,173.0,148.0,321.0,15_7_6
020150707,312.0,39.0,351.0,15_7_7
020150708,327.0,1.0,328.0,15_7_8
020150709,276.0,7.0,283.0,15_7_9
020150710,325.0,54.0,379.0,15_7_10
020150711,324.0,5.0,329.0,15_7_11
020150712,344.0,4.0,348.0,15_7_12
020150801,305.0,31.0,336.0,15_8_1
020150802,217.0,20.0,237.0,15_8_2
020150803,355.0,18.0,373.0,15_8_3
020150804,293.0,37.0,330.0,15_8_4
020150805,263.0,22.0,285.0,15_8_5
020150806,255.0,5.0,260.0,15_8_6
020150807,349.0,8.0,357.0,15_8_7
020150808,297.0,26.0,323.0,15_8_8
020150809,410.0,23.0,433.0,15_8_9
020150810,379.0,3.0,382.0,15_8_10
020150901,228.0,0.0,228.0,15_9_1
020150902,208.0,1.0,209.0,15_9_2
020150903,228.0,2.0,230.0,15_9_3
020150904,223.0,30.0,253.0,15_9_4
020150905,236.0,13.0,249.0,15_9_5
020150906,191.0,22.0,213.0,15_9_6
020150907,230.0,40.0,270.0,15_9_7
020150908,559.0,168.0,727.0,15_9_8
020151001,332.0,16.0,348.0,15_10_1
020151002,338.0,3.0,341.0,15_10_2
020151003,390.0,19.0,409.0,15_10_3
020151004,317.0,20.0,337.0,15_10_4
020151005,271.0,6.0,277.0,15_10_5
020151006,202.0,14.0,216.0,15_10_6
020151007,382.0,20.0,402.0,15_10_7
020151008,304.0,20.0,324.0,15_10_8
020151009,271.0,26.0,297.0,15_10_9
020151010,192.0,65.0,257.0,15_10_10
020151011,251.0,2.0,253.0,15_10_11
020151012,317.0,21.0,338.0,15_10_12
020151013,332.0,32.0,364.0,15_10_13
020151101,252.0,56.0,308.0,15_11_1
020151102,349.0,9.0,358.0,15_11_2
020151103,289.0,16.0,305.0,15_11_3
020151104,303.0,5.0,308.0,15_11_4
020151105,228.0,17.0,245.0,15_11_5
020151106,244.0,22.0,266.0,15_11_6
020151107,236.0,22.0,258.0,15_11_7
020151108,265.0,11.0,276.0,15_11_8
020151109,376.0,6.0,382.0,15_11_9
020151110,246.0,22.0,268.0,15_11_10
020151111,508.0,23.0,531.0,15_11_11
020151112,375.0,1.0,376.0,15_11_12
020151113,329.0,35.0,364.0,15_11_13
020151201,199.0,78.0,277.0,15_12_1
020151202,251.0,32.0,283.0,15_12_2
020151203,290.0,19.0,309.0,15_12_3
020151204,322.0,2.0,324.0,15_12_4
020151205,313.0,20.0,333.0,15_12_5
020151206,303.0,5.0,308.0,15_12_6
020151207,232.0,3.0,235.0,15_12_7
020151208,370.0,3.0,373.0,15_12_8
020151209,241.0,4.0,245.0,15_12_9
020151301,294.0,10.0,304.0,15_13_1
020151302,238.0,19.0,257.0,15_13_2
020151303,284.0,14.0,298.0,15_13_3
020151304,259.0,3.0,262.0,15_13_4
020151305,210.0,2.0,212.0,15_13_5
020151306,231.0,7.0,238.0,15_13_6
020151307,290.0,2.0,292.0,15_13_7
020151308,194.0,0.0,194.0,15_13_8
020151309,420.0,42.0,462.0,15_13_9
020151310,297.0,0.0,297.0,15_13_10
020151401,352.0,12.0,364.0,15_14_1
020151402,384.0,2.0,386.0,15_14_2
020151403,295.0,7.0,302.0,15_14_3
020151404,275.0,33.0,308.0,15_14_4
020151405,419.0,2.0,421.0,15_14_5
020151406,277.0,9.0,286.0,15_14_6
020151407,390.0,2.0,392.0,15_14_7
020151408,289.0,37.0,326.0,15_14_8
020151409,321.0,26.0,347.0,15_14_9
020151410,260.0,12.0,272.0,15_14_10
020151411,350.0,26.0,376.0,15_14_11
020151501,271.0,22.0,293.0,15_15_1
020151502,222.0,13.0,235.0,15_15_2
020151503,401.0,0.0,401.0,15_15_3
020151504,321.0,31.0,352.0,15_15_4
020151505,276.0,21.0,297.0,15_15_5
020151506,286.0,25.0,311.0,15_15_6
020151507,300.0,61.0,361.0,15_15_7
020151508,255.0,5.0,260.0,15_15_8
020151509,426.0,4.0,430.0,15_15_9
020151510,393.0,20.0,413.0,15_15_10
020151601,327.0,28.0,355.0,15_16_1
020151602,308.0,19.0,327.0,15_16_2
020151603,360.0,28.0,388.0,15_16_3
020151604,288.0,5.0,293.0,15_16_4
020151605,272.0,4.0,276.0,15_16_5
020151606,301.0,7.0,308.0,15_16_6
020151607,297.0,19.0,316.0,15_16_7
020151608,344.0,10.0,354.0,15_16_8
020151609,306.0,0.0,306.0,15_16_9
020151610,309.0,28.0,337.0,15_16_10
020151611,302.0,5.0,307.0,15_16_11
020151701,317.0,6.0,323.0,15_17_1
020151702,269.0,2.0,271.0,15_17_2
020151703,362.0,6.0,368.0,15_17_3
020151704,363.0,46.0,409.0,15_17_4
020151705,332.0,17.0,349.0,15_17_5
020151706,293.0,15.0,308.0,15_17_6
020151707,315.0,18.0,333.0,15_17_7
020151708,269.0,1.0,270.0,15_17_8
020151709,253.0,13.0,266.0,15_17_9
020151710,335.0,7.0,342.0,15_17_10
020151711,342.0,14.0,356.0,15_17_11
020151712,301.0,1.0,302.0,15_17_12
020151801,253.0,4.0,257.0,15_18_1
020151802,213.0,0.0,213.0,15_18_2
020151803,260.0,50.0,310.0,15_18_3
020151804,199.0,10.0,209.0,15_18_4
020151805,213.0,2.0,215.0,15_18_5
020151806,204.0,6.0,210.0,15_18_6
020151807,315.0,1.0,316.0,15_18_7
020151808,216.0,2.0,218.0,15_18_8
020151809,222.0,0.0,222.0,15_18_9
020151810,233.0,7.0,240.0,15_18_10
020151811,292.0,2.0,294.0,15_18_11
020151812,237.0,7.0,244.0,15_18_12
020151813,254.0,0.0,254.0,15_18_13
020151901,228.0,2.0,230.0,15_19_1
020151902,326.0,9.0,335.0,15_19_2
020151903,305.0,5.0,310.0,15_19_3
020151904,341.0,2.0,343.0,15_19_4
020151905,376.0,7.0,383.0,15_19_5
020151906,336.0,2.0,338.0,15_19_6
020151907,373.0,1.0,374.0,15_19_7
020151908,292.0,2.0,294.0,15_19_8
020151909,281.0,5.0,286.0,15_19_9
020151910,411.0,1.0,412.0,15_19_10
020151911,380.0,3.0,383.0,15_19_11
020152001,342.0,5.0,347.0,15_20_1
020152002,361.0,5.0,366.0,15_20_2
020152003,341.0,5.0,346.0,15_20_3
020152004,277.0,1.0,278.0,15_20_4
020152005,271.0,3.0,274.0,15_20_5
020152006,321.0,0.0,321.0,15_20_6
020152007,278.0,11.0,289.0,15_20_7
020152008,267.0,1.0,268.0,15_20_8
020152009,217.0,8.0,225.0,15_20_9
020152010,312.0,7.0,319.0,15_20_10
020152011,318.0,26.0,344.0,15_20_11
020152012,338.0,4.0,342.0,15_20_12
020152101,313.0,7.0,320.0,15_21_1
020152102,372.0,2.0,374.0,15_21_2
020152103,256.0,37.0,293.0,15_21_3
020152104,325.0,18.0,343.0,15_21_4
020152105,181.0,20.0,201.0,15_21_5
020152106,408.0,10.0,418.0,15_21_6
020152107,173.0,2.0,175.0,15_21_7
020152108,260.0,1.0,261.0,15_21_8
020152109,390.0,2.0,392.0,15_21_9
020152110,252.0,26.0,278.0,15_21_10
020152111,329.0,6.0,335.0,15_21_11
020152112,180.0,37.0,217.0,15_21_12
020152113,373.0,16.0,389.0,15_21_13
