,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
1006,020042211,39.0,58.0,31.0,38.0,49.0,71.0,63.0,62.0,46.0,39.0,43.0,44.0,32.0,44.0,23.0,16.0,9.0,17.0,3.0,1.0,728.0
1007,020042212,34.0,30.0,47.0,49.0,56.0,59.0,45.0,48.0,34.0,41.0,43.0,25.0,23.0,17.0,17.0,18.0,15.0,4.0,0.0,0.0,605.0
1008,020042301,58.0,58.0,56.0,70.0,67.0,72.0,64.0,63.0,51.0,52.0,34.0,48.0,45.0,21.0,22.0,23.0,15.0,9.0,6.0,0.0,834.0
1009,020042302,58.0,59.0,59.0,71.0,77.0,75.0,61.0,65.0,56.0,49.0,51.0,31.0,43.0,25.0,31.0,19.0,16.0,14.0,9.0,4.0,873.0
1010,020042303,76.0,58.0,60.0,70.0,69.0,69.0,69.0,45.0,45.0,47.0,46.0,29.0,40.0,32.0,20.0,18.0,15.0,7.0,4.0,0.0,819.0
1011,020042304,56.0,57.0,57.0,62.0,60.0,70.0,66.0,69.0,50.0,56.0,44.0,44.0,32.0,33.0,26.0,19.0,15.0,7.0,4.0,0.0,827.0
1012,020042305,29.0,28.0,41.0,30.0,40.0,36.0,51.0,47.0,35.0,25.0,35.0,29.0,33.0,21.0,26.0,13.0,11.0,11.0,2.0,0.0,543.0
1013,020042306,30.0,43.0,44.0,32.0,44.0,43.0,49.0,60.0,44.0,39.0,41.0,48.0,38.0,40.0,25.0,27.0,20.0,15.0,7.0,6.0,695.0
1014,020042307,40.0,36.0,47.0,52.0,48.0,47.0,56.0,54.0,48.0,40.0,26.0,43.0,20.0,18.0,21.0,17.0,25.0,9.0,5.0,1.0,653.0
1015,020042308,50.0,47.0,55.0,55.0,56.0,61.0,72.0,59.0,50.0,50.0,53.0,58.0,39.0,34.0,29.0,25.0,26.0,19.0,5.0,2.0,845.0
1016,020042309,30.0,38.0,42.0,41.0,39.0,37.0,23.0,33.0,38.0,22.0,30.0,32.0,17.0,17.0,15.0,7.0,6.0,1.0,2.0,1.0,471.0
1017,020042310,51.0,45.0,57.0,61.0,77.0,80.0,61.0,56.0,51.0,45.0,50.0,43.0,30.0,35.0,24.0,16.0,13.0,5.0,4.0,0.0,804.0
1018,020042311,47.0,42.0,37.0,51.0,59.0,59.0,34.0,37.0,38.0,34.0,35.0,27.0,24.0,13.0,16.0,14.0,4.0,2.0,0.0,0.0,573.0
1019,020042312,53.0,70.0,55.0,66.0,66.0,54.0,58.0,56.0,49.0,44.0,33.0,23.0,42.0,32.0,24.0,16.0,19.0,13.0,6.0,1.0,780.0
1020,020042401,120.0,154.0,134.0,147.0,157.0,143.0,123.0,90.0,86.0,71.0,59.0,37.0,33.0,24.0,9.0,5.0,3.0,1.0,0.0,0.0,1396.0
1021,020042402,187.0,167.0,208.0,187.0,216.0,180.0,159.0,149.0,118.0,85.0,64.0,34.0,47.0,22.0,17.0,6.0,4.0,2.0,0.0,0.0,1852.0
1022,020042403,123.0,117.0,130.0,121.0,139.0,117.0,111.0,88.0,55.0,52.0,44.0,40.0,35.0,18.0,23.0,3.0,4.0,0.0,0.0,0.0,1220.0
1023,020042404,197.0,175.0,178.0,240.0,219.0,172.0,136.0,157.0,123.0,89.0,80.0,64.0,29.0,33.0,24.0,5.0,6.0,1.0,0.0,1.0,1929.0
1024,020042405,167.0,121.0,144.0,158.0,142.0,152.0,118.0,100.0,94.0,35.0,37.0,25.0,28.0,16.0,5.0,7.0,1.0,0.0,0.0,0.0,1350.0
1025,020042406,165.0,153.0,179.0,151.0,149.0,124.0,106.0,106.0,83.0,71.0,45.0,33.0,20.0,14.0,10.0,8.0,0.0,0.0,0.0,0.0,1417.0
1026,020042501,348.0,219.0,188.0,207.0,339.0,326.0,248.0,184.0,111.0,68.0,37.0,38.0,25.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0,2357.0
1027,020042502,247.0,190.0,179.0,225.0,291.0,243.0,211.0,178.0,138.0,101.0,84.0,60.0,22.0,22.0,6.0,8.0,7.0,1.0,1.0,1.0,2215.0
1028,020042503,509.0,365.0,358.0,461.0,431.0,462.0,329.0,253.0,220.0,195.0,126.0,91.0,40.0,50.0,21.0,28.0,5.0,0.0,1.0,0.0,3945.0
1029,020042504,254.0,223.0,216.0,223.0,246.0,243.0,192.0,137.0,116.0,68.0,43.0,25.0,20.0,9.0,8.0,2.0,1.0,0.0,0.0,2.0,2028.0
1030,020042601,119.0,133.0,110.0,112.0,94.0,104.0,69.0,69.0,43.0,33.0,39.0,29.0,17.0,19.0,12.0,4.0,2.0,0.0,0.0,0.0,1008.0
1031,020042602,145.0,132.0,133.0,141.0,150.0,101.0,73.0,65.0,70.0,55.0,41.0,33.0,29.0,29.0,15.0,11.0,4.0,1.0,0.0,0.0,1228.0
1032,020042603,161.0,129.0,135.0,122.0,98.0,92.0,122.0,90.0,76.0,48.0,48.0,37.0,24.0,16.0,10.0,6.0,2.0,0.0,3.0,0.0,1219.0
1033,020050101,18.0,24.0,20.0,24.0,41.0,55.0,62.0,44.0,29.0,26.0,33.0,38.0,37.0,17.0,20.0,15.0,24.0,17.0,6.0,3.0,553.0
1034,020050102,43.0,47.0,35.0,36.0,56.0,96.0,102.0,80.0,52.0,50.0,58.0,55.0,42.0,33.0,31.0,26.0,20.0,11.0,5.0,1.0,879.0
1035,020050103,36.0,42.0,42.0,50.0,69.0,92.0,84.0,58.0,49.0,38.0,47.0,42.0,35.0,33.0,25.0,9.0,12.0,10.0,2.0,0.0,775.0
1036,020050104,26.0,40.0,38.0,22.0,39.0,82.0,72.0,60.0,48.0,41.0,36.0,32.0,41.0,23.0,31.0,24.0,17.0,6.0,5.0,0.0,683.0
1037,020050105,57.0,46.0,46.0,61.0,100.0,134.0,127.0,96.0,70.0,61.0,56.0,46.0,52.0,38.0,27.0,28.0,18.0,28.0,10.0,2.0,1103.0
1038,020050106,23.0,21.0,16.0,22.0,54.0,50.0,41.0,50.0,35.0,25.0,37.0,27.0,20.0,20.0,23.0,10.0,16.0,5.0,3.0,0.0,498.0
1039,020050107,32.0,40.0,13.0,24.0,59.0,81.0,63.0,55.0,47.0,24.0,29.0,25.0,30.0,36.0,18.0,21.0,17.0,6.0,4.0,1.0,625.0
1040,020050108,29.0,35.0,45.0,28.0,50.0,66.0,76.0,55.0,50.0,52.0,48.0,52.0,38.0,40.0,29.0,16.0,23.0,7.0,3.0,0.0,742.0
1041,020050109,21.0,27.0,23.0,37.0,60.0,66.0,71.0,40.0,32.0,50.0,51.0,57.0,35.0,41.0,28.0,19.0,19.0,9.0,3.0,2.0,691.0
1042,020050110,22.0,29.0,32.0,35.0,50.0,65.0,64.0,52.0,37.0,42.0,40.0,46.0,43.0,36.0,30.0,17.0,20.0,6.0,4.0,3.0,673.0
1043,020050201,28.0,25.0,16.0,41.0,97.0,97.0,72.0,62.0,57.0,41.0,45.0,44.0,35.0,42.0,20.0,38.0,46.0,35.0,20.0,14.0,875.0
1044,020050202,25.0,20.0,39.0,45.0,65.0,60.0,65.0,42.0,33.0,43.0,38.0,29.0,34.0,23.0,16.0,11.0,12.0,10.0,4.0,2.0,616.0
1045,020050203,36.0,26.0,26.0,43.0,76.0,79.0,76.0,60.0,60.0,41.0,36.0,35.0,23.0,25.0,32.0,18.0,14.0,12.0,4.0,1.0,723.0
1046,020050204,46.0,56.0,36.0,45.0,78.0,122.0,98.0,86.0,47.0,48.0,46.0,53.0,50.0,40.0,21.0,25.0,18.0,17.0,7.0,2.0,941.0
1047,020050205,30.0,28.0,17.0,60.0,73.0,57.0,53.0,52.0,34.0,20.0,14.0,32.0,14.0,16.0,27.0,20.0,14.0,5.0,2.0,0.0,568.0
1048,020050206,27.0,29.0,26.0,36.0,51.0,75.0,54.0,43.0,37.0,34.0,37.0,31.0,36.0,27.0,22.0,19.0,16.0,8.0,1.0,1.0,610.0
1049,020050207,35.0,22.0,24.0,37.0,56.0,49.0,45.0,41.0,31.0,33.0,30.0,29.0,25.0,30.0,17.0,26.0,17.0,16.0,7.0,2.0,572.0
1050,020050208,94.0,87.0,57.0,51.0,64.0,78.0,96.0,136.0,96.0,50.0,39.0,49.0,48.0,44.0,28.0,20.0,21.0,9.0,0.0,0.0,1067.0
1051,020050209,44.0,46.0,42.0,55.0,80.0,82.0,79.0,67.0,76.0,52.0,47.0,43.0,34.0,27.0,25.0,15.0,15.0,5.0,1.0,2.0,837.0
1052,020050210,23.0,29.0,37.0,41.0,65.0,63.0,57.0,45.0,45.0,51.0,35.0,33.0,37.0,41.0,27.0,18.0,16.0,8.0,1.0,3.0,675.0
1053,020050211,39.0,41.0,31.0,32.0,66.0,105.0,100.0,60.0,48.0,48.0,46.0,49.0,49.0,44.0,28.0,23.0,20.0,7.0,4.0,1.0,841.0
1054,020050301,36.0,33.0,31.0,38.0,52.0,78.0,63.0,55.0,38.0,48.0,48.0,45.0,46.0,32.0,31.0,32.0,26.0,16.0,8.0,1.0,757.0
1055,020050302,59.0,45.0,41.0,66.0,131.0,138.0,139.0,91.0,65.0,82.0,72.0,64.0,47.0,20.0,37.0,19.0,20.0,7.0,1.0,1.0,1145.0
1056,020050303,18.0,24.0,13.0,15.0,40.0,34.0,32.0,28.0,26.0,40.0,18.0,17.0,18.0,13.0,15.0,7.0,1.0,10.0,0.0,0.0,369.0
1057,020050304,27.0,29.0,26.0,34.0,60.0,69.0,48.0,39.0,34.0,35.0,39.0,32.0,26.0,27.0,16.0,15.0,15.0,10.0,0.0,1.0,582.0
1058,020050305,30.0,29.0,20.0,28.0,90.0,96.0,59.0,47.0,41.0,31.0,35.0,48.0,37.0,31.0,29.0,24.0,31.0,16.0,5.0,0.0,727.0
1059,020050306,26.0,32.0,35.0,34.0,46.0,57.0,53.0,50.0,40.0,40.0,37.0,54.0,35.0,42.0,31.0,22.0,20.0,11.0,2.0,2.0,669.0
1060,020050307,30.0,18.0,31.0,17.0,37.0,70.0,66.0,48.0,37.0,26.0,20.0,31.0,27.0,26.0,21.0,15.0,22.0,17.0,2.0,2.0,563.0
1061,020050308,22.0,13.0,13.0,20.0,27.0,36.0,50.0,24.0,21.0,17.0,25.0,21.0,22.0,13.0,12.0,8.0,5.0,5.0,2.0,1.0,357.0
1062,020050309,24.0,22.0,27.0,31.0,59.0,54.0,68.0,53.0,42.0,54.0,37.0,34.0,26.0,18.0,29.0,16.0,11.0,3.0,1.0,1.0,610.0
1063,020050310,25.0,25.0,26.0,30.0,42.0,44.0,67.0,42.0,30.0,29.0,34.0,29.0,28.0,24.0,22.0,11.0,15.0,8.0,4.0,0.0,535.0
1064,020050311,40.0,41.0,41.0,46.0,63.0,100.0,97.0,75.0,60.0,43.0,50.0,43.0,35.0,31.0,29.0,25.0,12.0,5.0,3.0,0.0,839.0
1065,020050401,40.0,40.0,19.0,38.0,67.0,81.0,92.0,61.0,61.0,44.0,58.0,69.0,52.0,53.0,34.0,49.0,68.0,56.0,36.0,12.0,1030.0
1066,020050402,35.0,27.0,17.0,41.0,40.0,89.0,80.0,52.0,37.0,38.0,49.0,49.0,43.0,33.0,21.0,28.0,27.0,14.0,4.0,2.0,726.0
1067,020050403,31.0,25.0,20.0,52.0,68.0,95.0,93.0,72.0,42.0,31.0,36.0,48.0,28.0,24.0,7.0,13.0,9.0,7.0,2.0,0.0,703.0
1068,020050404,33.0,28.0,28.0,17.0,49.0,75.0,79.0,64.0,49.0,38.0,45.0,56.0,46.0,28.0,22.0,15.0,17.0,7.0,3.0,0.0,699.0
1069,020050405,33.0,28.0,33.0,40.0,47.0,60.0,70.0,65.0,55.0,38.0,45.0,46.0,39.0,40.0,31.0,19.0,19.0,8.0,5.0,2.0,723.0
1070,020050406,43.0,39.0,36.0,62.0,71.0,114.0,116.0,70.0,75.0,54.0,76.0,58.0,49.0,50.0,38.0,36.0,23.0,13.0,4.0,0.0,1027.0
1071,020050407,22.0,15.0,19.0,29.0,28.0,48.0,57.0,43.0,26.0,38.0,27.0,33.0,35.0,41.0,36.0,18.0,19.0,17.0,1.0,1.0,553.0
1072,020050408,49.0,45.0,39.0,44.0,83.0,94.0,94.0,88.0,62.0,75.0,64.0,59.0,69.0,52.0,56.0,39.0,49.0,24.0,6.0,3.0,1094.0
1073,020050409,41.0,40.0,43.0,41.0,82.0,77.0,72.0,49.0,53.0,39.0,50.0,44.0,33.0,33.0,19.0,19.0,19.0,13.0,8.0,3.0,778.0
1074,020050501,49.0,41.0,44.0,24.0,62.0,82.0,57.0,58.0,45.0,44.0,48.0,57.0,43.0,38.0,27.0,24.0,27.0,9.0,5.0,0.0,784.0
1075,020050502,55.0,69.0,63.0,65.0,113.0,94.0,75.0,112.0,106.0,100.0,81.0,75.0,80.0,67.0,69.0,52.0,41.0,27.0,8.0,1.0,1353.0
1076,020050503,26.0,35.0,26.0,21.0,47.0,82.0,67.0,51.0,43.0,54.0,37.0,53.0,50.0,31.0,31.0,42.0,30.0,10.0,6.0,1.0,743.0
1077,020050504,36.0,47.0,33.0,46.0,66.0,73.0,52.0,62.0,48.0,40.0,41.0,32.0,42.0,31.0,29.0,21.0,13.0,11.0,4.0,0.0,727.0
1078,020050505,20.0,33.0,37.0,44.0,44.0,38.0,57.0,47.0,27.0,35.0,59.0,40.0,37.0,26.0,9.0,13.0,17.0,9.0,1.0,0.0,593.0
1079,020050506,28.0,26.0,28.0,26.0,56.0,64.0,74.0,67.0,34.0,38.0,51.0,36.0,36.0,38.0,25.0,21.0,32.0,17.0,13.0,6.0,716.0
1080,020050507,43.0,34.0,29.0,53.0,88.0,94.0,105.0,78.0,56.0,37.0,53.0,39.0,49.0,30.0,31.0,32.0,20.0,12.0,5.0,2.0,890.0
1081,020050508,27.0,37.0,32.0,45.0,53.0,64.0,65.0,63.0,41.0,33.0,52.0,43.0,29.0,31.0,28.0,31.0,23.0,10.0,1.0,2.0,710.0
1082,020050601,39.0,33.0,36.0,46.0,45.0,45.0,55.0,44.0,51.0,60.0,47.0,53.0,49.0,40.0,38.0,22.0,23.0,12.0,2.0,0.0,740.0
1083,020050602,36.0,37.0,55.0,59.0,62.0,79.0,69.0,53.0,66.0,59.0,68.0,72.0,68.0,55.0,50.0,36.0,29.0,22.0,13.0,3.0,991.0
1084,020050603,32.0,32.0,45.0,43.0,51.0,81.0,82.0,77.0,52.0,61.0,61.0,50.0,43.0,46.0,48.0,41.0,14.0,11.0,5.0,2.0,877.0
1085,020050604,71.0,60.0,70.0,77.0,111.0,130.0,119.0,83.0,99.0,76.0,104.0,88.0,102.0,79.0,62.0,54.0,51.0,32.0,12.0,1.0,1481.0
1086,020050605,54.0,31.0,36.0,76.0,81.0,105.0,109.0,85.0,61.0,71.0,76.0,64.0,55.0,62.0,50.0,48.0,42.0,20.0,7.0,1.0,1134.0
1087,020050606,57.0,35.0,48.0,38.0,59.0,80.0,78.0,68.0,66.0,61.0,46.0,55.0,42.0,47.0,41.0,40.0,26.0,10.0,7.0,3.0,907.0
1088,020050607,55.0,55.0,28.0,42.0,57.0,82.0,106.0,75.0,61.0,45.0,46.0,56.0,65.0,41.0,33.0,21.0,16.0,6.0,4.0,0.0,894.0
1089,020050608,43.0,50.0,54.0,48.0,67.0,66.0,74.0,80.0,69.0,53.0,72.0,51.0,39.0,42.0,32.0,29.0,35.0,15.0,3.0,0.0,922.0
1090,020050701,61.0,51.0,41.0,63.0,99.0,117.0,123.0,82.0,63.0,61.0,64.0,74.0,72.0,85.0,49.0,43.0,35.0,16.0,6.0,1.0,1206.0
1091,020050702,49.0,24.0,20.0,25.0,44.0,34.0,68.0,39.0,31.0,29.0,24.0,44.0,33.0,37.0,8.0,12.0,9.0,6.0,1.0,1.0,538.0
1092,020050703,26.0,29.0,25.0,29.0,65.0,57.0,74.0,47.0,36.0,43.0,29.0,43.0,30.0,34.0,20.0,20.0,13.0,13.0,5.0,2.0,640.0
1093,020050704,62.0,60.0,67.0,72.0,88.0,130.0,126.0,93.0,72.0,83.0,84.0,95.0,81.0,64.0,54.0,50.0,42.0,31.0,7.0,3.0,1364.0
1094,020050705,72.0,62.0,47.0,67.0,92.0,155.0,160.0,97.0,70.0,82.0,70.0,60.0,74.0,41.0,41.0,26.0,42.0,25.0,10.0,2.0,1295.0
1095,020050706,20.0,29.0,26.0,30.0,53.0,66.0,63.0,42.0,48.0,33.0,34.0,33.0,40.0,33.0,26.0,22.0,15.0,9.0,4.0,1.0,627.0
1096,020050707,34.0,21.0,22.0,25.0,54.0,99.0,98.0,78.0,57.0,70.0,52.0,49.0,50.0,49.0,41.0,33.0,43.0,10.0,7.0,2.0,894.0
1097,020050708,39.0,34.0,42.0,54.0,71.0,75.0,93.0,63.0,58.0,61.0,65.0,58.0,37.0,44.0,33.0,17.0,25.0,26.0,10.0,4.0,909.0
1098,020050801,55.0,58.0,55.0,50.0,71.0,113.0,117.0,93.0,88.0,87.0,71.0,61.0,61.0,55.0,45.0,36.0,30.0,18.0,6.0,1.0,1171.0
1099,020050802,33.0,24.0,20.0,35.0,49.0,67.0,68.0,52.0,47.0,40.0,45.0,43.0,46.0,41.0,30.0,23.0,22.0,15.0,3.0,0.0,703.0
1100,020050803,67.0,52.0,45.0,65.0,92.0,94.0,107.0,104.0,87.0,82.0,74.0,67.0,67.0,45.0,42.0,37.0,28.0,18.0,6.0,1.0,1180.0
1101,020050804,43.0,37.0,33.0,55.0,82.0,68.0,72.0,70.0,56.0,65.0,70.0,69.0,61.0,47.0,49.0,46.0,40.0,21.0,6.0,0.0,990.0
1102,020050805,21.0,20.0,13.0,16.0,27.0,38.0,50.0,37.0,26.0,24.0,20.0,19.0,26.0,22.0,11.0,14.0,7.0,9.0,1.0,0.0,401.0
1103,020050806,51.0,40.0,33.0,42.0,55.0,74.0,73.0,82.0,58.0,45.0,56.0,44.0,57.0,42.0,43.0,30.0,34.0,22.0,11.0,4.0,896.0
1104,020050807,40.0,22.0,21.0,25.0,88.0,91.0,90.0,48.0,38.0,34.0,45.0,53.0,58.0,53.0,47.0,28.0,37.0,22.0,13.0,2.0,855.0
1105,020050808,38.0,43.0,43.0,42.0,54.0,70.0,78.0,57.0,56.0,52.0,53.0,46.0,60.0,46.0,33.0,26.0,24.0,8.0,5.0,0.0,834.0
1106,020050809,38.0,39.0,28.0,26.0,49.0,80.0,80.0,73.0,42.0,37.0,34.0,53.0,43.0,37.0,30.0,30.0,21.0,12.0,12.0,3.0,767.0
1107,020050901,48.0,43.0,40.0,52.0,57.0,96.0,82.0,85.0,59.0,64.0,70.0,72.0,65.0,64.0,47.0,50.0,38.0,28.0,16.0,6.0,1082.0
1108,020050902,29.0,28.0,24.0,27.0,39.0,74.0,66.0,38.0,38.0,26.0,42.0,33.0,28.0,23.0,32.0,23.0,18.0,10.0,3.0,0.0,601.0
1109,020050903,37.0,19.0,22.0,22.0,42.0,66.0,59.0,48.0,38.0,33.0,27.0,30.0,31.0,24.0,19.0,26.0,14.0,14.0,4.0,0.0,575.0
1110,020050904,20.0,19.0,26.0,26.0,51.0,52.0,47.0,25.0,29.0,32.0,34.0,30.0,24.0,19.0,32.0,27.0,18.0,10.0,5.0,0.0,526.0
1111,020050905,19.0,41.0,32.0,29.0,30.0,38.0,55.0,49.0,39.0,42.0,29.0,35.0,29.0,35.0,27.0,17.0,15.0,8.0,6.0,1.0,576.0
1112,020050906,29.0,32.0,35.0,44.0,43.0,51.0,34.0,42.0,35.0,43.0,43.0,34.0,26.0,24.0,25.0,7.0,15.0,8.0,2.0,0.0,572.0
1113,020050907,19.0,23.0,19.0,33.0,28.0,50.0,58.0,53.0,34.0,24.0,19.0,27.0,27.0,22.0,24.0,9.0,8.0,4.0,1.0,3.0,485.0
1114,020050908,39.0,43.0,36.0,45.0,74.0,86.0,102.0,69.0,57.0,45.0,60.0,56.0,62.0,43.0,36.0,33.0,22.0,21.0,11.0,1.0,941.0
1115,020050909,46.0,34.0,32.0,47.0,88.0,99.0,118.0,71.0,56.0,52.0,49.0,57.0,51.0,53.0,20.0,18.0,21.0,6.0,5.0,1.0,924.0
1116,020050910,41.0,45.0,52.0,53.0,49.0,55.0,82.0,72.0,57.0,48.0,36.0,57.0,36.0,27.0,25.0,23.0,30.0,13.0,4.0,1.0,806.0
1117,020051001,58.0,70.0,40.0,46.0,72.0,96.0,126.0,80.0,86.0,72.0,72.0,57.0,70.0,48.0,54.0,37.0,39.0,25.0,10.0,2.0,1160.0
1118,020051002,57.0,38.0,49.0,51.0,53.0,114.0,118.0,86.0,77.0,52.0,67.0,66.0,73.0,47.0,36.0,34.0,30.0,24.0,9.0,1.0,1082.0
1119,020051003,17.0,18.0,23.0,24.0,20.0,43.0,29.0,25.0,30.0,20.0,28.0,33.0,16.0,18.0,16.0,18.0,16.0,10.0,11.0,1.0,416.0
1120,020051004,17.0,19.0,31.0,26.0,30.0,37.0,43.0,41.0,31.0,32.0,36.0,34.0,37.0,37.0,17.0,34.0,26.0,20.0,7.0,2.0,557.0
1121,020051005,74.0,26.0,30.0,30.0,43.0,58.0,74.0,59.0,53.0,45.0,50.0,48.0,37.0,37.0,31.0,22.0,22.0,7.0,3.0,0.0,749.0
1122,020051006,39.0,33.0,38.0,43.0,68.0,73.0,64.0,75.0,53.0,42.0,46.0,50.0,39.0,33.0,17.0,29.0,23.0,15.0,8.0,3.0,791.0
1123,020051007,78.0,61.0,49.0,58.0,93.0,108.0,116.0,98.0,70.0,64.0,78.0,69.0,49.0,76.0,51.0,42.0,32.0,21.0,11.0,1.0,1225.0
1124,020051008,27.0,25.0,28.0,23.0,57.0,58.0,69.0,38.0,41.0,38.0,45.0,33.0,39.0,41.0,30.0,30.0,23.0,10.0,5.0,0.0,660.0
1125,020051009,38.0,30.0,40.0,37.0,58.0,66.0,55.0,57.0,50.0,39.0,49.0,44.0,48.0,38.0,34.0,41.0,30.0,19.0,11.0,1.0,785.0
1126,020051010,26.0,18.0,28.0,26.0,47.0,64.0,58.0,45.0,30.0,30.0,29.0,24.0,34.0,27.0,17.0,13.0,16.0,6.0,2.0,0.0,540.0
1127,020051101,71.0,57.0,45.0,57.0,88.0,126.0,164.0,108.0,80.0,65.0,61.0,51.0,46.0,40.0,25.0,25.0,15.0,17.0,3.0,0.0,1144.0
1128,020051102,76.0,58.0,47.0,38.0,51.0,79.0,105.0,95.0,65.0,51.0,43.0,49.0,37.0,19.0,28.0,23.0,24.0,4.0,2.0,0.0,894.0
1129,020051103,47.0,45.0,37.0,42.0,42.0,40.0,73.0,72.0,54.0,42.0,30.0,28.0,39.0,30.0,27.0,21.0,15.0,8.0,2.0,0.0,694.0
1130,020051104,29.0,37.0,28.0,30.0,50.0,61.0,54.0,62.0,28.0,40.0,44.0,38.0,42.0,34.0,27.0,28.0,28.0,17.0,3.0,2.0,682.0
1131,020051105,50.0,42.0,26.0,44.0,47.0,72.0,98.0,57.0,58.0,37.0,46.0,43.0,37.0,26.0,28.0,22.0,17.0,11.0,3.0,0.0,764.0
1132,020051106,35.0,37.0,34.0,36.0,66.0,77.0,90.0,63.0,43.0,46.0,55.0,36.0,40.0,23.0,23.0,14.0,18.0,8.0,3.0,0.0,747.0
1133,020051107,41.0,49.0,52.0,59.0,87.0,102.0,92.0,106.0,59.0,60.0,60.0,56.0,63.0,49.0,36.0,30.0,29.0,18.0,10.0,1.0,1059.0
1134,020051108,45.0,39.0,46.0,45.0,48.0,69.0,65.0,64.0,55.0,52.0,54.0,42.0,40.0,26.0,25.0,23.0,27.0,13.0,9.0,4.0,791.0
1135,020051109,70.0,57.0,44.0,33.0,92.0,126.0,122.0,85.0,63.0,57.0,52.0,49.0,45.0,41.0,21.0,29.0,16.0,19.0,4.0,1.0,1026.0
1136,020051110,34.0,25.0,37.0,43.0,69.0,84.0,53.0,70.0,49.0,59.0,46.0,77.0,53.0,42.0,31.0,39.0,27.0,16.0,1.0,0.0,855.0
1137,020051201,35.0,24.0,18.0,19.0,48.0,73.0,76.0,57.0,42.0,23.0,28.0,28.0,38.0,27.0,19.0,21.0,12.0,13.0,4.0,1.0,606.0
1138,020051202,93.0,61.0,66.0,91.0,128.0,158.0,162.0,129.0,90.0,91.0,127.0,114.0,107.0,120.0,76.0,83.0,61.0,45.0,13.0,6.0,1821.0
1139,020051203,40.0,50.0,44.0,48.0,62.0,78.0,104.0,85.0,70.0,67.0,44.0,57.0,63.0,44.0,33.0,23.0,26.0,2.0,8.0,1.0,949.0
1140,020051204,29.0,31.0,26.0,40.0,67.0,47.0,53.0,46.0,31.0,45.0,57.0,47.0,46.0,44.0,40.0,36.0,26.0,17.0,7.0,0.0,735.0
1141,020051205,11.0,18.0,13.0,15.0,34.0,37.0,39.0,34.0,21.0,34.0,24.0,32.0,23.0,16.0,16.0,22.0,24.0,17.0,2.0,3.0,435.0
1142,020051206,63.0,61.0,45.0,59.0,137.0,142.0,150.0,88.0,80.0,99.0,96.0,101.0,100.0,86.0,75.0,65.0,59.0,42.0,20.0,7.0,1575.0
1143,020051207,51.0,41.0,49.0,54.0,78.0,62.0,80.0,68.0,74.0,62.0,37.0,45.0,42.0,38.0,31.0,34.0,25.0,14.0,8.0,4.0,897.0
1144,020051301,41.0,34.0,22.0,36.0,52.0,64.0,63.0,70.0,47.0,35.0,59.0,56.0,57.0,51.0,40.0,52.0,48.0,22.0,6.0,1.0,856.0
1145,020051302,24.0,38.0,32.0,37.0,43.0,57.0,59.0,41.0,42.0,45.0,52.0,40.0,53.0,28.0,40.0,33.0,29.0,13.0,2.0,2.0,710.0
1146,020051303,36.0,26.0,22.0,35.0,50.0,64.0,51.0,52.0,46.0,43.0,46.0,52.0,51.0,46.0,43.0,30.0,36.0,19.0,9.0,2.0,759.0
1147,020051304,32.0,30.0,25.0,28.0,39.0,54.0,72.0,60.0,45.0,43.0,41.0,46.0,42.0,39.0,36.0,21.0,33.0,24.0,11.0,10.0,731.0
1148,020051305,56.0,25.0,29.0,42.0,82.0,62.0,68.0,62.0,45.0,57.0,44.0,39.0,42.0,38.0,23.0,31.0,26.0,15.0,7.0,2.0,795.0
1149,020051306,55.0,47.0,33.0,37.0,64.0,76.0,98.0,62.0,55.0,49.0,56.0,51.0,54.0,38.0,25.0,16.0,14.0,16.0,4.0,0.0,850.0
1150,020051307,36.0,39.0,35.0,35.0,55.0,63.0,84.0,68.0,47.0,49.0,29.0,39.0,42.0,36.0,16.0,23.0,20.0,11.0,8.0,4.0,739.0
1151,020051308,39.0,41.0,51.0,33.0,69.0,82.0,56.0,82.0,45.0,62.0,55.0,64.0,64.0,54.0,44.0,33.0,31.0,21.0,9.0,5.0,940.0
1152,020051309,53.0,49.0,51.0,49.0,62.0,75.0,92.0,79.0,76.0,70.0,68.0,52.0,60.0,61.0,39.0,30.0,24.0,16.0,13.0,3.0,1022.0
1153,020051401,26.0,33.0,32.0,40.0,39.0,49.0,42.0,39.0,53.0,35.0,36.0,35.0,47.0,38.0,40.0,19.0,25.0,21.0,6.0,4.0,659.0
1154,020051402,27.0,15.0,25.0,21.0,44.0,72.0,81.0,49.0,41.0,36.0,34.0,31.0,37.0,30.0,21.0,32.0,31.0,27.0,16.0,2.0,672.0
1155,020051403,67.0,58.0,51.0,61.0,86.0,108.0,116.0,92.0,64.0,58.0,67.0,46.0,61.0,48.0,46.0,45.0,45.0,25.0,6.0,3.0,1153.0
1156,020051404,44.0,46.0,32.0,45.0,66.0,62.0,89.0,64.0,58.0,48.0,60.0,54.0,77.0,54.0,42.0,33.0,36.0,11.0,7.0,3.0,931.0
1157,020051405,73.0,68.0,74.0,81.0,109.0,123.0,154.0,138.0,111.0,106.0,102.0,98.0,77.0,64.0,63.0,56.0,68.0,19.0,7.0,1.0,1592.0
